 20.87558067  -3.22458033   0.66423134
  20.82005102  -3.75274136   1.48785891
  20.76452136  -4.2809024    2.31148648
  20.70899171  -4.80906344   3.13511405
  20.65346205  -5.33722448   3.95874162
  20.5979324   -5.86538552   4.78236919
  20.54240274  -6.39354656   5.60599676
  20.48687309  -6.9217076    6.42962433
  20.43134343  -7.44986864   7.2532519 
  20.37581378  -7.97802967   8.07687947
  20.32028412  -8.50619071   8.90050704
  20.26475447  -9.03435175   9.72413461
  20.20922481  -9.56251279  10.54776218
  20.15369516 -10.09067383  11.37138975
  20.0981655  -10.61883487  12.19501732
